"pred_type","pred_comm_name","pred_species","ocean","region","area","reference","prey_species","prey_comm_name","n_data","years","season","year1","month1","month_name1","year2","month2","month_name2","method_length","method_diet","comment","n_samples","pred_stage1","pred_stage2","prey_mm_min","prey_mm_max","prey_mm_range","prey_mm_med","prey_mm_avg","prey_mm_sd","prop_diet_by_wt","prop_diet_by_wt_type","prop_diet_by_n","prop_diet_by_energy","prop_diet_by_occur","prop_diet_by_occur_sd","prop_diet_by_index"
"cartilaginous fishes","Spotted spiny dogfish","Squalus suckleyi","NE Pacific","OR/WA","OR/WA","Brodeur et al. 1987","Engraulis mordax","Northern anchovy","YES","1981","May-Aug",1981,5,"May",1981,8,"Aug",NA,"stomach sampling",NA,23,NA,NA,NA,NA,NA,NA,NA,NA,17.8,NA,3.5,NA,5.9,NA,NA
"cartilaginous fishes","Spotted spiny dogfish","Squalus suckleyi","NE Pacific","OR/WA","OR/WA","Brodeur et al. 1987","Engraulis mordax","Northern anchovy","YES","1982","May-Sep",1982,5,"May",1982,9,"Sep",NA,"stomach sampling",NA,81,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,0.5,NA,1.8,NA,NA
"cartilaginous fishes","Spotted spiny dogfish","Squalus suckleyi","NE Pacific","OR/WA","OR/WA","Brodeur et al. 1987","Engraulis mordax","Northern anchovy","YES","1983","May-Sep",1983,5,"May",1983,9,"Sep",NA,"stomach sampling",NA,34,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,2.6,NA,5.9,NA,NA
"cartilaginous fishes","Soupfin shark","Galeorhinus galeus","NE Pacific","OR/WA","OR/WA","Brodeur et al. 1987","Engraulis mordax","Northern anchovy","NO","1981-1984","May-Sep",1981,5,"May",1984,9,"Sep",NA,"stomach sampling",NA,14,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,0.9,NA,8.3,NA,NA
"bony fishes","Pacific herring","Clupea pallasii pallasii","NE Pacific","OR/WA","OR/WA","Brodeur et al. 1987","Engraulis mordax","Northern anchovy","YES","1984","Jun-Sep",1984,6,"Jun",1984,9,"Sep",NA,"stomach sampling",NA,7,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,16.7,NA,NA
"bony fishes","Albacore tuna","Thunnus alalunga","NE Pacific","CA/OR/WA/BC","CA/OR/WA/BC","Glaser 2011","Engraulis mordax","Northern anchovy","YES","2005-2006","Jun",2005,6,"Jun",2006,6,"Jun",NA,"stomach sampling",NA,NA,NA,NA,31.7,46.3,"31.7-46.3",NA,39,NA,NA,NA,NA,NA,NA,NA,NA
"bony fishes","Albacore tuna","Thunnus alalunga","NE Pacific","CA/OR/WA/BC","CA/OR/WA/BC","Glaser 2011","Engraulis mordax","Northern anchovy","YES","2005-2006","Jul",2005,7,"Jul",2006,7,"Jul",NA,"stomach sampling",NA,NA,NA,NA,23,50.3,"23-50.3",NA,37,NA,NA,NA,NA,NA,NA,NA,NA
"bony fishes","Albacore tuna","Thunnus alalunga","NE Pacific","CA/OR/WA/BC","CA/OR/WA/BC","Glaser 2011","Engraulis mordax","Northern anchovy","YES","2005-2006","Aug",2005,8,"Aug",2006,8,"Aug",NA,"stomach sampling",NA,NA,NA,NA,23.3,37,"23.3-37",NA,30.1,NA,NA,NA,NA,NA,NA,NA,NA
"bony fishes","Albacore tuna","Thunnus alalunga","NE Pacific","CA/OR/WA/BC","CA/OR/WA/BC","Glaser 2011","Engraulis mordax","Northern anchovy","YES","2005-2006","Sep",2005,9,"Sep",2006,9,"Sep",NA,"stomach sampling",NA,NA,NA,NA,27,41.5,"27-41.5",NA,34.3,NA,NA,NA,NA,NA,NA,NA,NA
"bony fishes","Albacore tuna","Thunnus alalunga","NE Pacific","California","CA","Bernard et al. 1985","Engraulis mordax","Northern anchovy","YES","1983","Aug",1983,8,"Aug",1983,8,"Aug",NA,"stomach sampling",NA,NA,NA,NA,22,47,"22-47",NA,33.6,4.97,44.1,"Vol",NA,NA,NA,NA,NA
"bony fishes","Albacore tuna","Thunnus alalunga","NE Pacific","CA/OR/WA","CA/OR/WA","Glaser 2010","Engraulis mordax","Northern anchovy","YES","2005-2006",NA,2005,NA,NA,2006,NA,NA,"otolith length_standard length regressions","stomach sampling","size is a mean of individuals from the three areas",421,"juvenile","juvenile",NA,NA,NA,NA,34.7,10,NA,NA,NA,NA,NA,NA,NA
"bony fishes","Albacore tuna","Thunnus alalunga","NE Pacific","CA/OR/WA","Northern California Current","Glaser 2010","Engraulis mordax","Northern anchovy","YES","1968-1969",NA,1968,NA,NA,1969,NA,NA,NA,"stomach sampling",NA,NA,"juvenile","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.8,NA,NA,NA
"bony fishes","Albacore tuna","Thunnus alalunga","NE Pacific","CA/OR/WA","Northern California Current","Glaser 2010","Engraulis mordax","Northern anchovy","YES","2005-2006",NA,2005,NA,NA,2006,NA,NA,NA,"stomach sampling",NA,NA,"juvenile","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,29.8,NA,NA,NA
"bony fishes","Albacore tuna","Thunnus alalunga","NE Pacific","CA/OR/WA","Central California Current","Glaser 2010","Engraulis mordax","Northern anchovy","YES","1949-1950",NA,1949,NA,NA,1950,NA,NA,NA,"stomach sampling",NA,NA,"juvenile","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,37.6,NA,NA,NA
"bony fishes","Albacore tuna","Thunnus alalunga","NE Pacific","CA/OR/WA","Central California Current","Glaser 2010","Engraulis mordax","Northern anchovy","YES","1954-1957",NA,1954,NA,NA,1957,NA,NA,NA,"stomach sampling",NA,NA,"juvenile","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"bony fishes","Albacore tuna","Thunnus alalunga","NE Pacific","CA/OR/WA","Central California Current","Glaser 2010","Engraulis mordax","Northern anchovy","YES","1968-1969",NA,1968,NA,NA,1969,NA,NA,NA,"stomach sampling",NA,NA,"juvenile","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,NA
"bony fishes","Albacore tuna","Thunnus alalunga","NE Pacific","CA/OR/WA","Central California Current","Glaser 2010","Engraulis mordax","Northern anchovy","YES","2005-2006",NA,2005,NA,NA,2006,NA,NA,NA,"stomach sampling",NA,NA,"juvenile","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA
"bony fishes","Albacore tuna","Thunnus alalunga","NE Pacific","CA/OR/WA","Southern California Current","Glaser 2010","Engraulis mordax","Northern anchovy","YES","1949-1950",NA,1949,NA,NA,1950,NA,NA,NA,"stomach sampling",NA,NA,"juvenile","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA
"bony fishes","Albacore tuna","Thunnus alalunga","NE Pacific","CA/OR/WA","Southern California Current","Glaser 2010","Engraulis mordax","Northern anchovy","YES","1968-1969",NA,1968,NA,NA,1969,NA,NA,NA,"stomach sampling",NA,NA,"juvenile","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1,NA,NA,NA
"bony fishes","Albacore tuna","Thunnus alalunga","NE Pacific","CA/OR/WA","Southern California Current","Glaser 2010","Engraulis mordax","Northern anchovy","YES","2005-2006",NA,2005,NA,NA,2006,NA,NA,NA,"stomach sampling",NA,NA,"juvenile","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.4,NA,NA,NA
"bony fishes","Albacore tuna","Thunnus alalunga","NE Pacific","CA/OR/WA/BC","CA/OR/WA/BC","Glaser et al. 2015","Engraulis mordax","Northern anchovy","YES","2005-2006","Jun-Sep",2005,6,"Jun",2006,9,"Sep",NA,"stomach sampling","%N and %FO is calculated for the three areas",371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.86,NA,52.8,NA,NA
"bony fishes","Albacore tuna","Thunnus alalunga","NE Pacific","California","South CA","Glaser et al. 2015","Engraulis mordax","Northern anchovy","YES","2005-2006","Jun-Sep",2005,6,"Jun",2006,9,"Sep",NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8,NA,NA,67.4,NA,NA,NA
"bony fishes","Albacore tuna","Thunnus alalunga","NE Pacific","California","CA","Glaser et al. 2015","Engraulis mordax","Northern anchovy","YES","2005-2006","Jun-Sep",2005,6,"Jun",2006,9,"Sep",NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,NA,NA,1.5,NA,NA,NA
"bony fishes","Albacore tuna","Thunnus alalunga","NE Pacific","OR/WA/BC","OR/WA/BC","Glaser et al. 2015","Engraulis mordax","Northern anchovy","YES","2005-2006","Jun-Sep",2005,6,"Jun",2006,9,"Sep",NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,NA,NA,29.8,NA,NA,NA
"bony fishes","Albacore tuna","Thunnus alalunga","NE Pacific","CA/OR/WA","CA/OR/WA","Pinkas et al. 1971","Engraulis mordax","Northern anchovy","YES","1968","Jul-Nov",1968,7,"Jul",1968,11,"Nov",NA,"stomach sampling",NA,627,NA,"totalforklengthrange522mm_932mm",NA,NA,NA,NA,NA,NA,43.6,"Vol",24.9,NA,27.9,NA,NA
"bony fishes","Albacore tuna","Thunnus alalunga","NE Pacific","CA/OR/WA","Southern CA/OR/WA","Pinkas et al. 1971","Engraulis mordax","Northern anchovy","YES","1969","Jul-Nov",1969,7,"Jul",1969,11,"Nov",NA,"stomach sampling",NA,200,NA,"totalforklengthrange522mm_932mm",NA,NA,NA,NA,NA,NA,43.9,"Vol",9.6,NA,22,NA,NA
"pinnipeds","California sea lion","Zalophus californianus","NE Pacific","California","CA","Orr et al. 2011","Engraulis mordax","Northern anchovy","YES","2002","Jul",2002,7,"Jul",2002,7,"Jul",NA,"fecal samples",NA,14,"juvenile","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.4,NA,NA
"pinnipeds","California sea lion","Zalophus californianus","NE Pacific","California","CA","Orr et al. 2011","Engraulis mordax","Northern anchovy","YES","2003","Mar-Oct",2003,3,"Mar",2003,10,"Oct",NA,"fecal samples",NA,75,"juvenile","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.4,NA,NA
"pinnipeds","California sea lion","Zalophus californianus","NE Pacific","California","CA","Orr et al. 2011","Engraulis mordax","Northern anchovy","YES","2004","Mar",2004,3,"Mar",2004,3,"Mar",NA,"fecal samples",NA,56,"juvenile","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.7,NA,NA
"pinnipeds","California sea lion","Zalophus californianus","NE Pacific","California","CA","Orr et al. 2011","Engraulis mordax","Northern anchovy","YES","2005","Mar-Apr",2005,3,"Mar",2005,4,"Apr",NA,"fecal samples",NA,6,"juvenile","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.7,NA,NA
"pinnipeds","California sea lion","Zalophus californianus","NE Pacific","California","CA","Orr et al. 2011","Engraulis mordax","Northern anchovy","YES","2006","Feb-Jul",2006,2,"Feb",2006,7,"Jul",NA,"fecal samples",NA,27,"juvenile","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.5,NA,NA
"pinnipeds","California sea lion","Zalophus californianus","NE Pacific","California","CA","Orr et al. 2011","Engraulis mordax","Northern anchovy","YES","2002-2006",NA,2002,NA,NA,2006,NA,NA,"otolith length_standard length regressions","fecal samples","Size of prey is refered to all samples from 2002-2006",NA,"juvenile","juvenile",58,168,"58-168",110,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pinnipeds","California sea lion","Zalophus californianus","NE Pacific","California","CA","Orr et al. 2011","Engraulis mordax","Northern anchovy","YES","2002","Jul",2002,7,"Jul",2002,7,"Jul",NA,"fecal samples",NA,94,"adult","adult-female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,NA,NA
"pinnipeds","California sea lion","Zalophus californianus","NE Pacific","California","CA","Orr et al. 2011","Engraulis mordax","Northern anchovy","YES","2003","Mar-Oct",2003,3,"Mar",2003,10,"Oct",NA,"fecal samples",NA,98,"adult","adult-female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.1,NA,NA
"pinnipeds","California sea lion","Zalophus californianus","NE Pacific","California","CA","Orr et al. 2011","Engraulis mordax","Northern anchovy","YES","2004","Mar",2004,3,"Mar",2004,3,"Mar",NA,"fecal samples",NA,35,"adult","adult-female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.6,NA,NA
"pinnipeds","California sea lion","Zalophus californianus","NE Pacific","California","CA","Orr et al. 2011","Engraulis mordax","Northern anchovy","YES","2005","Mar-Apr",2005,3,"Mar",2005,4,"Apr",NA,"fecal samples",NA,49,"adult","adult-female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.4,NA,NA
"pinnipeds","California sea lion","Zalophus californianus","NE Pacific","California","CA","Orr et al. 2011","Engraulis mordax","Northern anchovy","YES","2006","Feb-Jul",2006,2,"Feb",2006,7,"Jul",NA,"fecal samples",NA,20,"adult","adult-female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA
"pinnipeds","California sea lion","Zalophus californianus","NE Pacific","California","CA","Orr et al. 2011","Engraulis mordax","Northern anchovy","YES","2002-2006",NA,2002,NA,NA,2006,NA,NA,"otolith length_standard length regressions","fecal samples","Size of prey is refered to all samples from 2002-2006",NA,"adult","adult-female",47,197,"47-197",110,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pinnipeds","California sea lion","Zalophus californianus","NE Pacific","California","San Clemente Island","Lowry and Carreta 1999","Engraulis mordax","Northern anchovy","YES","1981-1995",NA,1981,NA,NA,1995,NA,NA,NA,"scat and spewing samples",NA,2543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.4,NA,NA
"pinnipeds","California sea lion","Zalophus californianus","NE Pacific","California","San Nicolas Island","Lowry and Carreta 1999","Engraulis mordax","Northern anchovy","YES","1981-1995",NA,1981,NA,NA,1995,NA,NA,NA,"scat and spewing samples",NA,2980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.4,NA,NA
"pinnipeds","California sea lion","Zalophus californianus","NE Pacific","California","Sta Barbara Island","Lowry and Carreta 1999","Engraulis mordax","Northern anchovy","YES","1981-1995",NA,1981,NA,NA,1995,NA,NA,NA,"scat and spewing samples",NA,736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.9,NA,NA
"pinnipeds","Steller sea lion","Eumetopias jubatus","NE Pacific","CA/OR","CA/OR","Riemer et al. 2011","Engraulis mordax","Northern anchovy","YES","1986-2007","May-Aug",1986,5,"May",2007,8,"Aug",NA,"scat samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,NA,NA
"pinnipeds","Steller sea lion","Eumetopias jubatus","NE Pacific","CA/OR","CA/OR","Riemer et al. 2011","Engraulis mordax","Northern anchovy","YES","1986-2007","Sep-Apr",1986,9,"Sep",2007,4,"Apr",NA,"scat samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1,NA,NA
"pinnipeds","Pacific harbor seal","Phoca vitulina richardsi","NE Pacific","California","San Francisco Bay","Torok 1994","Engraulis mordax","Northern anchovy","YES","1990-1992","Feb-Jun",1990,2,"Feb",1992,6,"Jun","otolith length_standard length regressions","fecal samples","pupping season (february-June)",106,"adult","adult and sub-adult",40,150,"40-150",NA,95.07,NA,2.5,NA,6.6,NA,20.8,NA,NA
"pinnipeds","Pacific harbor seal","Phoca vitulina richardsi","NE Pacific","California","San Francisco Bay","Torok 1994","Engraulis mordax","Northern anchovy","YES","1990-1992","Jul-Dec",1990,7,"Jul",1992,12,"Dec","otolith length_standard length regressions","fecal samples","Non-pupping season (July-december)",47,"adult","adult and sub-adult",60,130,"60-130",NA,96.67,NA,0.6,NA,1.6,NA,17,NA,NA
"pinnipeds","Pacific harbor seal","Phoca vitulina richardsi","NE Pacific","Washington","Drayton Harbor/Eastern Bays","Luxa and Acevedo 2013","Engraulis mordax","Northern anchovy","YES","2006","Mar-Jun",2006,3,"Mar",2006,6,"Jun",NA,"scat samples",NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,NA,NA
"pinnipeds","Pacific harbor seal","Phoca vitulina richardsi","NE Pacific","Washington","Drayton Harbor/Eastern Bays","Luxa and Acevedo 2013","Engraulis mordax","Northern anchovy","YES","2006","Jul-Sep",2006,7,"Jul",2006,9,"Sep",NA,"scat samples",NA,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.3,NA,NA
"pinnipeds","Pacific harbor seal","Phoca vitulina richardsi","NE Pacific","Washington","Padilla Bay/Eastern Bays","Luxa and Acevedo 2013","Engraulis mordax","Northern anchovy","YES","2006","Jul-Sep",2006,7,"Jul",2006,9,"Sep",NA,"scat samples",NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"pinnipeds","Pacific harbor seal","Phoca vitulina richardsi","NE Pacific","Oregon","Umpqua River","Orr et al. 2014","Engraulis mordax","Northern anchovy","YES","1997","Sep-Nov",1997,9,"Sep",1997,11,"Nov",NA,"scat samples",NA,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,3.2,NA
"pinnipeds","Pacific harbor seal","Phoca vitulina richardsi","NE Pacific","Oregon","Umpqua River","Orr et al. 2014","Engraulis mordax","Northern anchovy","YES","1998","Mar-Jun",1998,3,"Mar",1998,6,"Jun",NA,"scat samples",NA,254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"pinnipeds","Pacific harbor seal","Phoca vitulina richardsi","NE Pacific","Oregon","Umpqua River","Orr et al. 2014","Engraulis mordax","Northern anchovy","YES","1998","Aug-Oct",1998,8,"Aug",1998,10,"Oct",NA,"scat samples",NA,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2,NA
"cetaceans","Humpback whale","Megaptera novaeangliae","NE Pacific","California","CA","Clapham 1997","Engraulis mordax","Northern anchovy","YES","1920",NA,1920,NA,NA,1920,NA,NA,NA,"stomach sampling",NA,310,NA,"totallengthmean43.3feets_sd6.5feets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3,NA,NA
"bony fishes","Eastern Pacific bonito","Sarda chiliensis","NE Pacific","California","SCACoast/Offshore Island","Pinkas et al. 1971","Engraulis mordax","Northern anchovy","NO","1968","Jan-Dec",1968,1,"Jan",1968,12,"Dec",NA,"stomach sampling",NA,645,NA,"totalforklengthrange290mm_780mm",NA,NA,NA,NA,NA,NA,73.5,"Vol",40,NA,52.8,NA,NA
"bony fishes","Eastern Pacific bonito","Sarda chiliensis","NE Pacific","CA/Mexico","SCACoast/Offshore Is/Baja Cal","Pinkas et al. 1971","Engraulis mordax","Northern anchovy","NO","1969","Jan-Sep",1969,1,"Jan",1969,9,"Sep",NA,"stomach sampling",NA,853,NA,"totalforklengthrange290mm_780mm",NA,NA,NA,NA,NA,NA,77.4,"Vol",90,NA,58.9,NA,NA
"sea birds","Pink-footed shearwater","Puffinus creatopus","NE Pacific","California","Monterrey Bay","Baltz and Morejohn 1977","Engraulis mordax","Northern anchovy","YES","1974-1975","Sep-Apr",1974,9,"Sep",1975,4,"Apr",NA,"stomach sampling",NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,60,NA,NA
"sea birds","Sooty shearwater","Ardenna grisea","NE Pacific","California","Monterrey Bay","Baltz and Morejohn 1977","Engraulis mordax","Northern anchovy","YES","1974-1975","Sep-Apr",1974,9,"Sep",1975,4,"Apr",NA,"stomach sampling",NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,NA,61.9,NA,NA
"sea birds","California gull","Larus californicus","NE Pacific","California","Monterrey Bay","Baltz and Morejohn 1977","Engraulis mordax","Northern anchovy","YES","1974-1975","Sep-Apr",1974,9,"Sep",1975,4,"Apr",NA,"stomach sampling",NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7,NA,40,NA,NA
"sea birds","Mew gull","Larus canus","NE Pacific","California","Monterrey Bay","Baltz and Morejohn 1977","Engraulis mordax","Northern anchovy","NO","1974-1975","Sep-Apr",1974,9,"Sep",1975,4,"Apr",NA,"stomach sampling",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.7,NA,100,NA,NA
"sea birds","Glaucous-winged gull","Larus glaucescens","NE Pacific","California","Monterrey Bay","Baltz and Morejohn 1977","Engraulis mordax","Northern anchovy","YES","1974-1975","Sep-Apr",1974,9,"Sep",1975,4,"Apr",NA,"stomach sampling",NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,12.5,NA,NA
"sea birds","Bonaparte's gull","Larus philadelphia","NE Pacific","California","Monterrey Bay","Baltz and Morejohn 1977","Engraulis mordax","Northern anchovy","NO","1974-1975","Sep-Apr",1974,9,"Sep",1975,4,"Apr",NA,"stomach sampling",NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,16.7,NA,NA
"sea birds","Black-legged kittiwake","Rissa tridactyla","NE Pacific","California","Monterrey Bay","Baltz and Morejohn 1977","Engraulis mordax","Northern anchovy","YES","1974-1975","Sep-Apr",1974,9,"Sep",1975,4,"Apr",NA,"stomach sampling",NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,NA,25,NA,NA
"sea birds","Rhinoceros auklet","Cerorhinca monocerata","NE Pacific","California","Monterrey Bay","Baltz and Morejohn 1977","Engraulis mordax","Northern anchovy","YES","1974-1975","Sep-Apr",1974,9,"Sep",1975,4,"Apr",NA,"stomach sampling",NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,38.5,NA,NA
"sea birds","Rhinoceros auklet","Cerorhinca monocerata","NE Pacific","California","Anio Nuevo Island","Carle et al. 2015","Engraulis mordax","Northern anchovy","YES","2012","Jun-Jul",2012,6,"Jun",2012,7,"Jul",NA,"dropped prey items in nest",NA,NA,"chick","chicks",81,123,"81-123",NA,NA,NA,5,NA,6,NA,NA,NA,NA
"sea birds","Rhinoceros auklet","Cerorhinca monocerata","NE Pacific","California","Anio Nuevo Island","Carle et al. 2015","Engraulis mordax","Northern anchovy","YES","2013","Jun-Jul",2013,6,"Jun",2013,7,"Jul",NA,"dropped prey items in nest",NA,NA,"chick","chicks",85,119,"85-119",NA,NA,NA,36,NA,36,NA,NA,NA,NA
"sea birds","Rhinoceros auklet","Cerorhinca monocerata","NE Pacific","California","Anio Nuevo Island","Carle et al. 2015","Engraulis mordax","Northern anchovy","YES","2012","Jun-Jul",2012,6,"Jun",2012,7,"Jul","fall_winter","isotopes from feathers 15n and 13c",NA,52,"adult","adults",NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA
"sea birds","Rhinoceros auklet","Cerorhinca monocerata","NE Pacific","California","Anio Nuevo Island","Carle et al. 2015","Engraulis mordax","Northern anchovy","YES","2012","Jun-Jul",2012,6,"Jun",2012,7,"Jul","pre-breeding season","isotopes from feathers 15n and 13c",NA,55,"adult","adults",NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA
"sea birds","Rhinoceros auklet","Cerorhinca monocerata","NE Pacific","California","Anio Nuevo Island","Carle et al. 2015","Engraulis mordax","Northern anchovy","YES","2012","Jun-Jul",2012,6,"Jun",2012,7,"Jul","incubation","isotopes from feathers 15n and 13c",NA,38,"adult","adults",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"sea birds","Rhinoceros auklet","Cerorhinca monocerata","NE Pacific","California","Anio Nuevo Island","Carle et al. 2015","Engraulis mordax","Northern anchovy","YES","2012","Jun-Jul",2012,6,"Jun",2012,7,"Jul","chick-rearing","isotopes from feathers 15n and 13c",NA,26,"adult","adults",NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA
"sea birds","Rhinoceros auklet","Cerorhinca monocerata","NE Pacific","California","Anio Nuevo Island","Carle et al. 2015","Engraulis mordax","Northern anchovy","YES","2013","Jun-Jul",2013,6,"Jun",2013,7,"Jul","fall_winter","isotopes from feathers 15n and 13c",NA,49,"adult","adults",NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA
"sea birds","Rhinoceros auklet","Cerorhinca monocerata","NE Pacific","California","Anio Nuevo Island","Carle et al. 2015","Engraulis mordax","Northern anchovy","YES","2013","Jun-Jul",2013,6,"Jun",2013,7,"Jul","pre-breeding season","isotopes from feathers 15n and 13c",NA,55,"adult","adults",NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA
"sea birds","Rhinoceros auklet","Cerorhinca monocerata","NE Pacific","California","Anio Nuevo Island","Carle et al. 2015","Engraulis mordax","Northern anchovy","YES","2013","Jun-Jul",2013,6,"Jun",2013,7,"Jul","incubation","isotopes from feathers 15n and 13c",NA,34,"adult","adults",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
"sea birds","Rhinoceros auklet","Cerorhinca monocerata","NE Pacific","California","Anio Nuevo Island","Carle et al. 2015","Engraulis mordax","Northern anchovy","YES","2013","Jun-Jul",2013,6,"Jun",2013,7,"Jul","chick-rearing","isotopes from feathers 15n and 13c",NA,24,"adult","adults",NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA
