"stocklong","stocklong_orig","reference","year","year_orig","n","n_units","catch"
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",1972,1972,48200,"ram",4130
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",1973,1973,53000,"ram",4460
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",1974,1974,57700,"ram",5250
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",1975,1975,61600,"ram",5010
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",1976,1976,64500,"ram",5640
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",1977,1977,65900,"ram",7200
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",1978,1978,65300,"ram",6630
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",1979,1979,64300,"ram",5640
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",1980,1980,64300,"ram",6630
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",1981,1981,63600,"ram",8430
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",1982,1982,61300,"ram",9110
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",1983,1983,57600,"ram",9470
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",1984,1984,53400,"ram",10200
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",1985,1985,48900,"ram",10900
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",1986,1986,43000,"ram",9270
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",1987,1987,38100,"ram",8360
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",1988,1988,35300,"ram",6980
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",1989,1989,36600,"ram",7960
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",1990,1990,37200,"ram",8150
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",1991,1991,35600,"ram",8210
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",1992,1992,36300,"ram",12600
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",1993,1993,31400,"ram",10300
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",1994,1994,25700,"ram",7110
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",1995,1995,21800,"ram",5790
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",1996,1996,18200,"ram",4110
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",1997,1997,16100,"ram",3390
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",1998,1998,17200,"ram",3720
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",1999,1999,17000,"ram",4460
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",2000,2000,16200,"ram",4370
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",2001,2001,17700,"ram",6000
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",2002,2002,17500,"ram",3760
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",2003,2003,19000,"ram",5080
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",2004,2004,18200,"ram",4230
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",2005,2005,18100,"ram",3140
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",2006,2006,19800,"ram",2260
"White hake Gulf of Maine / Georges Bank","White hake Georges Bank / Gulf of Maine RAM NA","RAM",2007,2007,22800,"ram",2210
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1956,1956,38200,"ram",19
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1957,1957,38200,"ram",160
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1958,1958,38100,"ram",161
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1959,1959,38100,"ram",112
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1960,1960,37900,"ram",313
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1961,1961,37700,"ram",830
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1962,1962,37300,"ram",2060
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1963,1963,36200,"ram",2610
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1964,1964,34700,"ram",3740
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1965,1965,32400,"ram",4910
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1966,1966,29400,"ram",3510
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1967,1967,26900,"ram",1430
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1968,1968,25000,"ram",2050
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1969,1969,23700,"ram",2270
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1970,1970,22900,"ram",2150
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1971,1971,22100,"ram",2270
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1972,1972,21000,"ram",2290
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1973,1973,20200,"ram",1870
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1974,1974,19400,"ram",1780
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1975,1975,18700,"ram",1760
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1976,1976,18100,"ram",1840
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1977,1977,17600,"ram",1150
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1978,1978,17500,"ram",975
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1979,1979,17200,"ram",1040
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1980,1980,17100,"ram",976
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1981,1981,17000,"ram",1240
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1982,1982,16800,"ram",1100
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1983,1983,16800,"ram",1780
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1984,1984,16300,"ram",1210
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1985,1985,15900,"ram",1730
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1986,1986,15500,"ram",1640
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1987,1987,15100,"ram",1550
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1988,1988,14700,"ram",1400
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1989,1989,14300,"ram",1830
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1990,1990,13700,"ram",1660
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1991,1991,13300,"ram",1630
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1992,1992,12700,"ram",1460
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1993,1993,12300,"ram",1540
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1994,1994,11900,"ram",2110
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1995,1995,11500,"ram",1760
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1996,1996,11000,"ram",1570
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1997,1997,10500,"ram",1430
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1998,1998,9990,"ram",1680
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",1999,1999,9470,"ram",1570
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",2000,2000,9090,"ram",1370
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",2001,2001,8820,"ram",978
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",2002,2002,8390,"ram",905
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",2003,2003,8110,"ram",732
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",2004,2004,8060,"ram",742
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",2005,2005,8010,"ram",655
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",2006,2006,8160,"ram",447
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",2007,2007,8190,"ram",601
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",2008,2008,8220,"ram",634
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",2009,2009,8350,"ram",656
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",2010,2010,8320,"ram",434
"White marlin Atlantic Ocean","White marlin Atlantic RAM NA","RAM",2011,2011,8310,"ram",NA
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1916,1916,134000,"ram",83.2
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1917,1917,134000,"ram",129
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1918,1918,134000,"ram",149
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1919,1919,134000,"ram",103
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1920,1920,134000,"ram",105
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1921,1921,134000,"ram",87.2
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1922,1922,134000,"ram",75.8
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1923,1923,133000,"ram",83.2
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1924,1924,133000,"ram",53.5
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1925,1925,133000,"ram",66.2
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1926,1926,133000,"ram",101
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1927,1927,133000,"ram",83.6
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1928,1928,133000,"ram",96.3
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1929,1929,133000,"ram",94.9
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1930,1930,133000,"ram",122
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1931,1931,133000,"ram",110
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1932,1932,133000,"ram",111
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1933,1933,133000,"ram",96.2
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1934,1934,133000,"ram",102
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1935,1935,133000,"ram",110
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1936,1936,133000,"ram",124
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1937,1937,133000,"ram",119
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1938,1938,133000,"ram",97.2
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1939,1939,133000,"ram",89
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1940,1940,133000,"ram",167
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1941,1941,133000,"ram",191
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1942,1942,133000,"ram",243
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1943,1943,133000,"ram",820
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1944,1944,132000,"ram",1530
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1945,1945,131000,"ram",2520
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1946,1946,128000,"ram",1740
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1947,1947,127000,"ram",990
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1948,1948,127000,"ram",719
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1949,1949,126000,"ram",614
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1950,1950,126000,"ram",660
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1951,1951,125000,"ram",778
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1952,1952,124000,"ram",771
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1953,1953,123000,"ram",656
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1954,1954,121000,"ram",675
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1955,1955,119000,"ram",709
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1956,1956,117000,"ram",914
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1957,1957,115000,"ram",1160
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1958,1958,114000,"ram",1050
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1959,1959,113000,"ram",1030
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1960,1960,112000,"ram",1290
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1961,1961,112000,"ram",1100
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1962,1962,112000,"ram",1240
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1963,1963,112000,"ram",615
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1964,1964,114000,"ram",982
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1965,1965,115000,"ram",373
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1966,1966,117000,"ram",4770
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1967,1967,115000,"ram",5680
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1968,1968,113000,"ram",2700
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1969,1969,114000,"ram",840
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1970,1970,120000,"ram",687
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1971,1971,125000,"ram",861
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1972,1972,132000,"ram",612
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1973,1973,140000,"ram",941
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1974,1974,148000,"ram",691
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1975,1975,157000,"ram",951
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1976,1976,164000,"ram",1540
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1977,1977,168000,"ram",2500
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1978,1978,169000,"ram",1330
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1979,1979,169000,"ram",8160
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1980,1980,163000,"ram",24100
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1981,1981,141000,"ram",29100
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1982,1982,116000,"ram",27700
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1983,1983,96700,"ram",12100
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1984,1984,95200,"ram",11900
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1985,1985,94600,"ram",10700
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1986,1986,95200,"ram",11200
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1987,1987,94800,"ram",15100
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1988,1988,88900,"ram",12200
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1989,1989,84100,"ram",14600
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1990,1990,75700,"ram",11900
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1991,1991,69300,"ram",7660
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1992,1992,66600,"ram",7370
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1993,1993,64300,"ram",9710
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1994,1994,59600,"ram",7700
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1995,1995,57000,"ram",7980
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1996,1996,54200,"ram",7310
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1997,1997,51900,"ram",7760
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1998,1998,48900,"ram",4850
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",1999,1999,48300,"ram",4770
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",2000,2000,47600,"ram",4660
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",2001,2001,46800,"ram",2260
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",2002,2002,48700,"ram",432
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",2003,2003,52400,"ram",43
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",2004,2004,56700,"ram",101
"Widow rockfish Pacific Coast","Widow rockfish Pacific Coast RAM NA","RAM",2005,2005,60300,"ram",199
